ID Transacao,Item,Quantidade,Preco Unitario,Gasto Total,Metodo Pagamento,Localidade,Data Transacao
TXN_5901180,Cookie,3,1.0,3.0,Carteira Digital,,2023-12-20
TXN_4932018,,4,4.0,16.0,Carteira Digital,Entrega,2023-08-23
TXN_3224921,Sanduiche,5,4.0,20.0,,Loja,2023-04-06
TXN_5792655,Suco,1,3.0,3.0,Carteira Digital,Entrega,2023-12-21
TXN_5566652,Suco,5,3.0,15.0,Cartao de Credito,,2023-09-16
TXN_7782538,Suco,2,3.0,6.0,Carteira Digital,Entrega,2023-08-15
TXN_7478389,Cookie,5,1.0,5.0,Carteira Digital,,2023-10-13
TXN_6108428,Bolo,3,3.0,9.0,Carteira Digital,,2023-05-08
TXN_3615483,Sanduiche,2,4.0,8.0,Carteira Digital,,2023-09-08
TXN_6404763,Sanduiche,5,4.0,20.0,Carteira Digital,Entrega,2023-11-13
TXN_6060764,Smoothie,3,,12.0,,Loja,ERRO
TXN_2269497,Cafe,5,2.0,10.0,ERRO,,2023-08-14
TXN_8205107,Nao Sabemos,4,4.0,16.0,,Entrega,2023-04-19
TXN_5290522,ERRO,2,2.0,4.0,Cartao de Credito,Entrega,2023-02-16
TXN_8396271,ERRO,2,,2.0,,,2023-09-12
TXN_5153686,Cafe,5,2.0,10.0,,Entrega,2023-04-05
TXN_5237569,Cha,3,,4.5,,,
TXN_4915908,Sanduiche,5,4.0,20.0,Cartao de Credito,Loja,2023-06-06
TXN_7146613,Smoothie,1,4.0,4.0,Dinheiro,ERRO,2023-08-01
TXN_8219519,Cha,5,1.5,7.5,,,2023-11-29
TXN_7867311,Smoothie,2,4.0,8.0,,,2023-07-17
TXN_4798534,,5,5.0,25.0,Carteira Digital,Entrega,2023-07-23
TXN_9844703,Nao Sabemos,2,1.5,3.0,,,2023-05-18
TXN_4147073,,4,3.0,12.0,Dinheiro,Entrega,2023-06-16
TXN_4203585,Bolo,2,3.0,6.0,,,2023-09-03
TXN_7222483,Sanduiche,5,4.0,20.0,,Entrega,2023-05-02
TXN_9996968,Sanduiche,1,ERRO,4.0,Dinheiro,Loja,2023-10-14
TXN_4472156,Cookie,1,1.0,1.0,,Loja,2023-11-03
TXN_9121852,Cookie,1,1.0,1.0,Cartao de Credito,,ERRO
TXN_7043825,Suco,2,3.0,6.0,Dinheiro,Entrega,2023-02-07
TXN_2195630,Sanduiche,5,ERRO,20.0,Cartao de Credito,Entrega,2023-03-09
TXN_2539318,Sanduiche,4,4.0,16.0,Carteira Digital,Nao Sabemos,2023-01-15
TXN_5788769,Suco,1,3.0,3.0,Dinheiro,Loja,2023-07-19
TXN_3628056,Bolo,4,ERRO,12.0,Dinheiro,Loja,2023-07-09
TXN_5735731,Smoothie,2,Nao Sabemos,8.0,Cartao de Credito,,2023-01-22
TXN_2424930,Cha,5,1.5,7.5,Carteira Digital,,2023-01-20
TXN_5856820,Cha,2,1.5,3.0,Cartao de Credito,Entrega,2023-07-18
TXN_3753993,Sanduiche,5,4.0,20.0,Cartao de Credito,,2023-04-01
TXN_3001647,,1,5.0,5.0,,,2023-07-01
TXN_9354616,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-01-27
TXN_3749365,Cookie,3,1.0,3.0,Dinheiro,,2023-01-19
TXN_6900785,Suco,1,3.0,3.0,,Entrega,2023-09-25
TXN_5775113,Salada,1,5.0,5.0,Carteira Digital,,2023-10-23
TXN_5268203,Bolo,1,3.0,3.0,Cartao de Credito,Entrega,2023-03-04
TXN_3483570,Sanduiche,2,4.0,8.0,ERRO,Entrega,2023-03-21
TXN_7406393,ERRO,5,1.5,7.5,Cartao de Credito,Entrega,2023-06-18
TXN_5226635,Cookie,4,1.0,4.0,Cartao de Credito,Entrega,2023-02-01
TXN_5469063,Cafe,2,2.0,4.0,,Entrega,2023-02-24
TXN_9278992,Smoothie,4,4.0,16.0,Dinheiro,Entrega,2023-12-15
TXN_4369292,Bolo,1,3.0,3.0,Cartao de Credito,Entrega,2023-10-09
TXN_6011884,Cha,5,1.5,7.5,Nao Sabemos,,2023-12-25
TXN_2952715,Smoothie,3,4.0,12.0,Dinheiro,Loja,ERRO
TXN_3912727,Cha,5,1.5,7.5,Carteira Digital,Entrega,2023-04-13
TXN_1951569,Salada,2,5.0,10.0,Carteira Digital,,2023-02-27
TXN_6983139,Salada,2,5.0,10.0,Cartao de Credito,Entrega,2023-12-18
TXN_6787560,Bolo,3,3.0,9.0,,,2023-07-13
TXN_5977414,Bolo,2,3.0,6.0,Cartao de Credito,Loja,2023-08-06
TXN_8517379,ERRO,4,3.0,12.0,Carteira Digital,Entrega,2023-09-23
TXN_5485384,Sanduiche,5,4.0,20.0,,,2023-03-04
TXN_9285663,Cookie,4,1.0,4.0,,ERRO,2023-11-18
TXN_9074075,Suco,5,3.0,15.0,Cartao de Credito,ERRO,2023-08-14
TXN_8050034,Cookie,4,1.0,4.0,,Loja,2023-07-29
TXN_8842223,Sanduiche,5,,20.0,Carteira Digital,Loja,2023-01-01
TXN_5121322,Sanduiche,3,4.0,12.0,Nao Sabemos,Loja,2023-12-17
TXN_3091582,Sanduiche,5,4.0,20.0,,,2023-11-28
TXN_8550184,Suco,3,3.0,9.0,Carteira Digital,Entrega,2023-04-05
TXN_7604352,Cafe,,2.0,6.0,,Entrega,2023-12-19
TXN_6899248,ERRO,5,3.0,15.0,,,2023-12-13
TXN_2773491,Salada,5,5.0,25.0,Dinheiro,,2023-11-14
TXN_3071617,Nao Sabemos,4,1.0,4.0,Cartao de Credito,,2023-12-15
TXN_3712466,Bolo,5,3.0,Nao Sabemos,Carteira Digital,ERRO,2023-04-10
TXN_3670298,,4,1.0,4.0,Cartao de Credito,Entrega,2023-02-04
TXN_4901854,Cookie,5,1.0,5.0,ERRO,,2023-04-23
TXN_7590801,Cha,Nao Sabemos,Nao Sabemos,6.0,Dinheiro,Entrega,ERRO
TXN_6962242,Suco,1,3.0,3.0,Carteira Digital,Entrega,2023-06-30
TXN_5780931,Cha,4,1.5,6.0,Carteira Digital,ERRO,2023-10-06
TXN_4563679,Cafe,4,2.0,8.0,,Loja,2023-09-11
TXN_6290642,Cafe,4,2.0,,Nao Sabemos,Entrega,2023-12-23
TXN_6177865,Suco,5,3.0,15.0,Carteira Digital,ERRO,2023-01-30
TXN_8115752,Smoothie,2,4.0,8.0,Carteira Digital,ERRO,2023-06-27
TXN_9253398,Sanduiche,2,4.0,8.0,,Entrega,2023-12-14
TXN_3116227,Bolo,1,3.0,3.0,Carteira Digital,,2023-05-30
TXN_2494138,Cookie,3,1.0,3.0,Dinheiro,,2023-01-10
TXN_4889269,Bolo,2,3.0,Nao Sabemos,Dinheiro,Nao Sabemos,2023-02-19
TXN_9503369,Cookie,Nao Sabemos,1.0,1.0,,Entrega,
TXN_6105240,Suco,5,3.0,Nao Sabemos,,Loja,2023-11-27
TXN_8808162,Smoothie,4,4.0,16.0,Carteira Digital,ERRO,2023-05-07
TXN_4548466,Cha,4,1.5,6.0,Cartao de Credito,Entrega,2023-11-30
TXN_3195257,,,5.0,5.0,Dinheiro,,2023-10-09
TXN_9835676,Cookie,2,1.0,2.0,Carteira Digital,,2023-03-30
TXN_9728454,Suco,4,3.0,ERRO,Carteira Digital,Entrega,2023-01-03
TXN_5907854,Suco,3,3.0,9.0,,Loja,2023-11-11
TXN_8685846,Cha,5,1.5,7.5,Cartao de Credito,,2023-12-27
TXN_1726774,Salada,3,5.0,15.0,,,2023-11-16
TXN_2594430,Cafe,1,2.0,2.0,ERRO,,2023-05-18
TXN_5750278,Salada,ERRO,5.0,15.0,Dinheiro,Entrega,2023-06-08
TXN_6714931,Suco,3,3.0,9.0,,,2023-07-02
TXN_5537740,Bolo,,3.0,9.0,Cartao de Credito,Entrega,2023-04-30
TXN_9433769,Bolo,4,ERRO,12.0,Carteira Digital,,2023-08-13
TXN_5944206,Cookie,5,1.0,5.0,Carteira Digital,Entrega,2023-05-12
TXN_9212178,Suco,1,3.0,3.0,Cartao de Credito,Entrega,2023-11-18
TXN_2915856,Cha,1,1.5,1.5,,Loja,2023-06-19
TXN_4376214,Salada,5,5.0,25.0,,ERRO,2023-04-26
TXN_9201212,Smoothie,4,4.0,16.0,Carteira Digital,Entrega,2023-06-08
TXN_7752454,Bolo,3,3.0,9.0,,,ERRO
TXN_7055260,Sanduiche,4,4.0,16.0,Carteira Digital,Loja,2023-06-20
TXN_4773465,Cafe,5,2.0,ERRO,Carteira Digital,Entrega,2023-11-28
TXN_9087344,Cha,5,1.5,Nao Sabemos,Dinheiro,Nao Sabemos,2023-07-29
TXN_1757340,Bolo,2,3.0,6.0,Cartao de Credito,Loja,2023-12-29
TXN_9975321,Salada,2,5.0,10.0,Carteira Digital,ERRO,2023-03-25
TXN_8148137,Cha,1,1.5,1.5,,Loja,Nao Sabemos
TXN_1681216,Bolo,3,3.0,9.0,Nao Sabemos,,2023-03-23
TXN_3835043,Suco,2,3.0,6.0,Dinheiro,,2023-12-29
TXN_8366002,Sanduiche,2,4.0,8.0,Cartao de Credito,,2023-12-26
TXN_9390740,Bolo,2,3.0,6.0,Dinheiro,Loja,2023-12-06
TXN_4928254,Bolo,1,3.0,3.0,Cartao de Credito,Nao Sabemos,2023-12-22
TXN_5191642,Salada,ERRO,5.0,25.0,Dinheiro,ERRO,2023-04-15
TXN_9117434,Bolo,1,3.0,3.0,Nao Sabemos,Loja,2023-07-18
TXN_2820788,Nao Sabemos,5,1.0,5.0,ERRO,,2023-09-25
TXN_3593060,Smoothie,Nao Sabemos,,16.0,Dinheiro,,2023-03-05
TXN_7531745,Bolo,2,3.0,6.0,Dinheiro,,2023-06-23
TXN_1082421,Salada,1,5.0,5.0,Carteira Digital,Loja,2023-12-19
TXN_2148444,Suco,2,3.0,6.0,Dinheiro,,2023-11-27
TXN_5402385,ERRO,2,3.0,6.0,Dinheiro,Loja,2023-06-18
TXN_1494502,Salada,5,5.0,25.0,Carteira Digital,ERRO,ERRO
TXN_9277146,Bolo,5,3.0,15.0,Cartao de Credito,,2023-07-11
TXN_9333347,Smoothie,5,4.0,20.0,Dinheiro,Nao Sabemos,2023-09-10
TXN_9127105,Suco,3,3.0,9.0,Dinheiro,,2023-03-04
TXN_1417724,Sanduiche,2,4.0,8.0,Carteira Digital,,2023-06-07
TXN_6451377,Salada,5,5.0,25.0,Cartao de Credito,Entrega,2023-03-19
TXN_2142961,Cafe,5,2.0,10.0,Cartao de Credito,Entrega,2023-09-21
TXN_5927884,Cafe,4,2.0,8.0,,ERRO,2023-12-21
TXN_8588335,Salada,4,5.0,20.0,Cartao de Credito,,2023-09-04
TXN_6738350,Suco,2,3.0,6.0,Carteira Digital,,2023-11-02
TXN_5575561,Cha,4,1.5,6.0,Carteira Digital,Entrega,2023-02-13
TXN_1007347,Salada,4,5.0,20.0,Carteira Digital,Loja,2023-08-28
TXN_8933459,Suco,1,3.0,3.0,,,2023-12-31
TXN_3678091,Suco,ERRO,3.0,9.0,Dinheiro,,2023-09-07
TXN_7692628,Cha,2,1.5,3.0,Dinheiro,,2023-05-01
TXN_6731518,Cookie,1,1.0,1.0,Carteira Digital,Entrega,2023-12-04
TXN_3455702,Salada,1,5.0,5.0,Dinheiro,Entrega,2023-03-23
TXN_7794561,Suco,4,3.0,12.0,Cartao de Credito,Loja,2023-05-18
TXN_8908193,Smoothie,5,4.0,20.0,Dinheiro,Nao Sabemos,2023-04-02
TXN_7688625,Cafe,1,2.0,2.0,Cartao de Credito,Loja,2023-12-15
TXN_7012065,Cafe,3,2.0,6.0,ERRO,,2023-08-05
TXN_4323570,ERRO,1,1.0,1.0,Dinheiro,Nao Sabemos,2023-03-04
TXN_8831924,Cafe,3,2.0,6.0,Carteira Digital,Loja,2023-07-12
TXN_2865104,Bolo,5,3.0,15.0,,Loja,2023-03-12
TXN_1360998,Cookie,2,1.0,2.0,Dinheiro,Entrega,2023-07-30
TXN_4125921,Suco,5,3.0,15.0,Cartao de Credito,,2023-01-26
TXN_4657842,ERRO,ERRO,1.0,5.0,Dinheiro,Entrega,2023-09-29
TXN_8149585,Suco,1,3.0,3.0,Cartao de Credito,ERRO,2023-02-21
TXN_9047278,Cha,4,1.5,6.0,Cartao de Credito,Entrega,2023-06-20
TXN_8666003,Smoothie,4,4.0,16.0,,Entrega,2023-06-09
TXN_7606512,Cookie,5,1.0,5.0,Dinheiro,,2023-12-03
TXN_1819615,Cafe,4,2.0,8.0,,,2023-06-03
TXN_1931404,Bolo,5,3.0,15.0,ERRO,Loja,2023-10-01
TXN_4516901,Cha,2,1.5,3.0,Cartao de Credito,Loja,2023-09-05
TXN_6817795,Cha,1,1.5,1.5,Dinheiro,Entrega,2023-09-12
TXN_4643515,,1,4.0,4.0,Carteira Digital,Loja,2023-10-03
TXN_9762385,Cha,3,1.5,4.5,,,2023-05-19
TXN_6809170,Smoothie,4,4.0,16.0,Dinheiro,Entrega,2023-08-10
TXN_7365744,Cookie,4,1.0,4.0,Dinheiro,Loja,2023-08-20
TXN_9847116,Salada,3,5.0,15.0,Dinheiro,Entrega,2023-07-28
TXN_8356338,Salada,5,5.0,25.0,Cartao de Credito,Loja,2023-08-06
TXN_4413506,Suco,4,3.0,12.0,Carteira Digital,Loja,2023-10-29
TXN_1057209,Nao Sabemos,5,1.0,5.0,Cartao de Credito,Loja,2023-09-17
TXN_9534685,Salada,1,5.0,5.0,Nao Sabemos,Entrega,2023-04-27
TXN_4893692,Salada,2,5.0,10.0,,,2023-01-02
TXN_5680629,Bolo,2,3.0,6.0,,Entrega,2023-04-30
TXN_2494194,Salada,5,5.0,25.0,Carteira Digital,,2023-02-11
TXN_4549825,Salada,2,5.0,10.0,Carteira Digital,,
TXN_4737392,Sanduiche,2,4.0,8.0,Dinheiro,Loja,2023-02-17
TXN_9538738,Cafe,4,2.0,8.0,Dinheiro,Loja,2023-09-25
TXN_1854102,Cafe,2,2.0,4.0,Carteira Digital,Entrega,2023-07-18
TXN_3109692,Suco,4,3.0,,Cartao de Credito,Loja,2023-06-21
TXN_5395229,Cafe,5,2.0,10.0,Dinheiro,,2023-11-29
TXN_8918902,Cafe,5,2.0,10.0,,,2023-05-22
TXN_8837375,Sanduiche,2,4.0,8.0,Carteira Digital,Entrega,2023-11-21
TXN_3952218,Salada,5,5.0,Nao Sabemos,,,2023-04-07
TXN_3225552,Salada,1,5.0,5.0,,Loja,2023-05-16
TXN_7950226,Cha,1,1.5,1.5,Carteira Digital,Loja,2023-10-13
TXN_9086541,Salada,3,5.0,15.0,Dinheiro,Loja,2023-02-15
TXN_1817596,Cha,2,1.5,3.0,Nao Sabemos,Loja,2023-11-04
TXN_7644786,Cookie,3,1.0,,Cartao de Credito,Entrega,2023-01-20
TXN_8017969,Suco,1,3.0,3.0,Dinheiro,Entrega,2023-03-26
TXN_6667388,Bolo,3,3.0,9.0,Dinheiro,Loja,2023-08-14
TXN_3488611,Cha,1,1.5,,Dinheiro,,2023-02-13
TXN_3165950,Nao Sabemos,1,2.0,2.0,Carteira Digital,,ERRO
TXN_3109334,Smoothie,3,4.0,12.0,,Loja,2023-04-06
TXN_9425645,Bolo,3,3.0,9.0,Cartao de Credito,Entrega,2023-03-19
TXN_2461238,Cafe,1,2.0,2.0,,Entrega,2023-01-29
TXN_4692976,Suco,1,3.0,3.0,Carteira Digital,Nao Sabemos,2023-11-06
TXN_6747376,Smoothie,3,4.0,12.0,Carteira Digital,Loja,2023-11-20
TXN_3689335,Suco,1,3.0,3.0,,Entrega,2023-12-11
TXN_9662568,Cha,5,1.5,7.5,Dinheiro,ERRO,2023-10-30
TXN_9817681,Nao Sabemos,4,1.5,6.0,,Entrega,
TXN_5470087,Salada,2,5.0,10.0,,Entrega,2023-10-11
TXN_3717372,Suco,2,3.0,6.0,Cartao de Credito,ERRO,2023-02-15
TXN_6727985,Salada,5,5.0,,Cartao de Credito,Loja,2023-06-16
TXN_1755661,Salada,5,5.0,25.0,,Loja,2023-07-14
TXN_9899571,ERRO,2,5.0,10.0,Cartao de Credito,Entrega,2023-02-18
TXN_5692316,Smoothie,1,4.0,4.0,Carteira Digital,Nao Sabemos,2023-06-22
TXN_2062269,Suco,4,3.0,12.0,Carteira Digital,Entrega,2023-09-08
TXN_2160316,Sanduiche,1,4.0,4.0,,Loja,2023-10-24
TXN_4220743,Sanduiche,4,4.0,16.0,,Loja,2023-10-22
TXN_2726843,Sanduiche,1,4.0,4.0,,Loja,2023-05-31
TXN_9969283,Sanduiche,3,4.0,12.0,Carteira Digital,,2023-10-26
TXN_8540115,,2,1.5,3.0,Nao Sabemos,,2023-06-26
TXN_8313892,Salada,3,5.0,15.0,Cartao de Credito,Entrega,2023-11-29
TXN_3131761,Smoothie,1,4.0,4.0,,Entrega,2023-10-18
TXN_1243964,,3,1.5,4.5,,Entrega,2023-12-01
TXN_1856112,Salada,3,5.0,15.0,Cartao de Credito,,2023-06-08
TXN_4532651,Cafe,2,2.0,4.0,,Loja,2023-09-13
TXN_4083736,Cafe,1,2.0,2.0,ERRO,Loja,2023-08-21
TXN_4493176,Cha,3,1.5,4.5,,,2023-10-14
TXN_6712994,Cafe,3,2.0,6.0,Dinheiro,Entrega,2023-10-02
TXN_1840566,Cafe,4,2.0,8.0,,ERRO,2023-01-05
TXN_6257776,Suco,5,3.0,15.0,Dinheiro,Loja,2023-10-28
TXN_9039165,Sanduiche,4,4.0,16.0,,Entrega,2023-03-10
TXN_7056051,Bolo,2,3.0,6.0,,,Nao Sabemos
TXN_3869150,Cookie,3,1.0,3.0,Dinheiro,,2023-03-26
TXN_3604156,Cafe,,2.0,10.0,Cartao de Credito,Entrega,2023-11-08
TXN_2018236,Cafe,5,2.0,10.0,Dinheiro,,2023-04-19
TXN_4430176,Sanduiche,4,Nao Sabemos,16.0,Cartao de Credito,Entrega,2023-08-27
TXN_6073195,Sanduiche,3,4.0,12.0,Cartao de Credito,Entrega,2023-09-13
TXN_5245399,,5,Nao Sabemos,10.0,,,2023-12-25
TXN_4178872,Cha,1,1.5,1.5,Cartao de Credito,,2023-01-25
TXN_8836650,Smoothie,5,4.0,20.0,,ERRO,2023-05-22
TXN_5882584,Bolo,5,3.0,15.0,,Loja,2023-09-16
TXN_4291132,Bolo,2,3.0,6.0,Cartao de Credito,Entrega,2023-08-07
TXN_1622123,Cookie,2,1.0,2.0,Dinheiro,Entrega,2023-01-05
TXN_2878078,Bolo,2,3.0,6.0,Carteira Digital,Entrega,2023-12-15
TXN_7134579,Cookie,5,1.0,5.0,Carteira Digital,Entrega,2023-06-06
TXN_6921057,Sanduiche,4,4.0,16.0,Carteira Digital,Entrega,2023-07-10
TXN_2335088,Salada,4,5.0,20.0,Dinheiro,Loja,2023-10-27
TXN_9778859,Cookie,3,1.0,3.0,Dinheiro,Entrega,2023-06-05
TXN_3850274,Suco,5,3.0,15.0,,,2023-09-08
TXN_4428448,Cookie,4,1.0,4.0,,,2023-02-04
TXN_1062822,Suco,Nao Sabemos,3.0,6.0,Cartao de Credito,,2023-06-28
TXN_6386662,Salada,5,5.0,25.0,Cartao de Credito,Entrega,2023-12-04
TXN_5491825,Bolo,4,3.0,12.0,Dinheiro,Loja,2023-06-09
TXN_5330930,Bolo,1,3.0,3.0,,Loja,2023-07-12
TXN_5580933,Smoothie,3,4.0,,Dinheiro,Entrega,2023-10-19
TXN_3326110,Cafe,2,2.0,4.0,Cartao de Credito,Entrega,2023-08-13
TXN_5455079,Salada,2,5.0,10.0,Dinheiro,Loja,2023-11-30
TXN_5526475,Cha,4,1.5,6.0,Dinheiro,Loja,2023-05-06
TXN_3800253,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-01-15
TXN_2091128,Bolo,1,3.0,3.0,Cartao de Credito,Nao Sabemos,Nao Sabemos
TXN_9169782,Suco,5,3.0,15.0,Cartao de Credito,,2023-09-18
TXN_4639621,Cafe,2,ERRO,4.0,,Loja,2023-10-12
TXN_4432823,,5,4.0,20.0,,Loja,2023-02-10
TXN_8138157,,2,4.0,8.0,Dinheiro,Entrega,2023-05-07
TXN_4134478,Suco,2,3.0,6.0,Cartao de Credito,Entrega,2023-06-25
TXN_6298532,Smoothie,4,4.0,16.0,Carteira Digital,,
TXN_4997327,Cafe,2,2.0,4.0,,Loja,2023-03-19
TXN_9522899,Smoothie,5,4.0,Nao Sabemos,Cartao de Credito,Entrega,ERRO
TXN_4049949,Cookie,1,1.0,1.0,,Entrega,2023-11-06
TXN_7296498,Salada,5,5.0,25.0,Cartao de Credito,Entrega,2023-05-19
TXN_4706042,Salada,5,5.0,25.0,,Loja,2023-12-01
TXN_2488987,Cha,5,1.5,7.5,Dinheiro,Loja,2023-06-12
TXN_6708156,Cha,5,1.5,7.5,Cartao de Credito,,2023-11-26
TXN_7616002,Cha,2,1.5,3.0,,Loja,2023-11-08
TXN_1865735,Smoothie,2,4.0,8.0,Carteira Digital,Loja,2023-09-22
TXN_5396450,Suco,3,3.0,9.0,Carteira Digital,,2023-12-09
TXN_5881757,Sanduiche,3,4.0,12.0,Cartao de Credito,,2023-08-15
TXN_3404479,ERRO,4,4.0,16.0,Cartao de Credito,,2023-08-23
TXN_5342589,Cha,2,1.5,3.0,Carteira Digital,ERRO,2023-04-06
TXN_1987212,Smoothie,5,4.0,ERRO,Cartao de Credito,Entrega,2023-04-07
TXN_5303275,Cookie,4,1.0,4.0,Dinheiro,Entrega,2023-09-18
TXN_9193760,Salada,5,5.0,25.0,ERRO,,2023-01-20
TXN_8541074,Salada,4,5.0,20.0,,Loja,2023-11-08
TXN_1075183,Cha,2,1.5,3.0,Cartao de Credito,,2023-01-09
TXN_9316158,Sanduiche,5,4.0,20.0,Dinheiro,Loja,2023-10-31
TXN_8207244,Cha,5,1.5,7.5,Dinheiro,Entrega,2023-05-04
TXN_2346001,Nao Sabemos,2,5.0,10.0,Carteira Digital,Entrega,2023-08-21
TXN_2814866,Smoothie,1,4.0,4.0,Carteira Digital,Loja,2023-07-29
TXN_8454044,Cafe,5,2.0,10.0,Cartao de Credito,,2023-05-27
TXN_8321092,,2,3.0,6.0,Cartao de Credito,,2023-09-28
TXN_2560137,Bolo,1,3.0,3.0,Dinheiro,Entrega,2023-10-13
TXN_7350571,Smoothie,1,4.0,4.0,Cartao de Credito,Loja,2023-02-19
TXN_3915802,Cafe,3,2.0,6.0,Dinheiro,Entrega,2023-12-16
TXN_5019143,Cafe,5,2.0,10.0,Dinheiro,,2023-02-21
TXN_1785371,Cafe,1,2.0,2.0,Nao Sabemos,Entrega,2023-01-16
TXN_6441650,Bolo,5,3.0,15.0,Nao Sabemos,Entrega,2023-09-06
TXN_2493262,Cookie,2,1.0,2.0,Cartao de Credito,Entrega,2023-01-03
TXN_3257591,Sanduiche,1,4.0,4.0,Cartao de Credito,Loja,Nao Sabemos
TXN_6038791,Suco,2,3.0,6.0,Carteira Digital,Loja,2023-03-06
TXN_1335337,Cha,3,1.5,4.5,Cartao de Credito,Loja,2023-09-06
TXN_2275914,Sanduiche,2,4.0,8.0,Nao Sabemos,Entrega,2023-10-24
TXN_6258276,Sanduiche,5,4.0,20.0,Cartao de Credito,Nao Sabemos,2023-01-29
TXN_2340312,Bolo,4,3.0,12.0,Nao Sabemos,Entrega,2023-07-30
TXN_6066433,Cha,2,1.5,,Dinheiro,,2023-06-17
TXN_1872922,Sanduiche,5,4.0,20.0,,Loja,2023-07-16
TXN_7730388,Cookie,5,1.0,5.0,Carteira Digital,Loja,2023-09-09
TXN_3330377,ERRO,5,2.0,10.0,,,2023-05-08
TXN_3147198,Smoothie,2,4.0,8.0,Carteira Digital,,2023-02-04
TXN_6363897,Salada,5,5.0,25.0,Cartao de Credito,Entrega,2023-11-26
TXN_1893222,Smoothie,5,4.0,20.0,Cartao de Credito,Loja,2023-12-20
TXN_9262803,Suco,5,3.0,15.0,Carteira Digital,,2023-10-04
TXN_9491912,Cha,4,1.5,6.0,Dinheiro,Loja,ERRO
TXN_6992164,Sanduiche,2,4.0,8.0,Dinheiro,Entrega,ERRO
TXN_6577035,Smoothie,2,4.0,8.0,,Loja,2023-05-20
TXN_9970966,Cafe,5,2.0,10.0,,Loja,2023-09-09
TXN_5624179,Cookie,1,1.0,1.0,Dinheiro,Entrega,2023-10-26
TXN_3450160,Bolo,4,3.0,12.0,Cartao de Credito,Loja,2023-10-23
TXN_4075432,Sanduiche,5,4.0,20.0,Dinheiro,Loja,2023-09-12
TXN_2023802,Bolo,2,3.0,6.0,Dinheiro,Loja,2023-02-28
TXN_5130399,Cookie,3,1.0,,,,2023-10-21
TXN_6745832,Cafe,2,2.0,4.0,Cartao de Credito,Nao Sabemos,2023-10-02
TXN_7560989,Sanduiche,3,4.0,12.0,Carteira Digital,,2023-06-16
TXN_9367492,Cha,2,,,Dinheiro,Loja,2023-06-19
TXN_3115258,Salada,1,5.0,5.0,,Entrega,2023-12-06
TXN_8182245,Sanduiche,5,4.0,20.0,Carteira Digital,Entrega,2023-10-24
TXN_3970335,Suco,5,3.0,15.0,Carteira Digital,Entrega,2023-09-01
TXN_6376630,,2,3.0,6.0,Dinheiro,Loja,2023-01-24
TXN_7100596,Smoothie,5,4.0,20.0,Cartao de Credito,Loja,2023-09-14
TXN_1481116,Cha,2,1.5,3.0,Carteira Digital,Loja,2023-02-26
TXN_9454212,Suco,5,3.0,15.0,Dinheiro,Loja,2023-11-19
TXN_3648327,Bolo,1,3.0,3.0,Carteira Digital,Entrega,2023-08-17
TXN_6188394,Suco,5,3.0,15.0,Cartao de Credito,Loja,2023-10-05
TXN_2553803,Suco,1,3.0,3.0,Dinheiro,Loja,2023-12-29
TXN_5700545,Salada,2,5.0,10.0,Cartao de Credito,,2023-05-25
TXN_8018479,Cha,1,1.5,1.5,Carteira Digital,Entrega,2023-09-15
TXN_9465300,Cha,2,1.5,3.0,Cartao de Credito,Nao Sabemos,2023-09-01
TXN_3046108,Cha,5,1.5,7.5,Carteira Digital,Entrega,2023-01-15
TXN_5998419,Suco,4,3.0,12.0,,Entrega,2023-09-26
TXN_4454198,Cha,1,1.5,1.5,Carteira Digital,Loja,2023-08-22
TXN_5855756,Sanduiche,1,4.0,4.0,Cartao de Credito,Loja,2023-08-29
TXN_5182399,Nao Sabemos,3,2.0,ERRO,Carteira Digital,Entrega,2023-09-08
TXN_6758675,Suco,1,3.0,3.0,Cartao de Credito,Loja,2023-11-05
TXN_1962275,Cafe,5,ERRO,10.0,Cartao de Credito,Entrega,2023-05-26
TXN_9530003,Salada,1,5.0,5.0,Carteira Digital,,2023-08-24
TXN_2347596,Suco,4,3.0,12.0,Cartao de Credito,,2023-12-27
TXN_6215303,Salada,4,5.0,20.0,,Entrega,2023-08-20
TXN_5524352,Sanduiche,1,4.0,4.0,,,2023-01-05
TXN_6668414,Bolo,1,3.0,Nao Sabemos,ERRO,Loja,2023-12-29
TXN_8715122,Bolo,2,3.0,6.0,Dinheiro,Entrega,ERRO
TXN_1525046,Smoothie,2,4.0,8.0,Dinheiro,,2023-12-02
TXN_9867948,Smoothie,2,4.0,8.0,Carteira Digital,,2023-10-07
TXN_8512466,Nao Sabemos,5,3.0,15.0,,,2023-02-10
TXN_9663990,Suco,1,3.0,3.0,,,2023-01-06
TXN_7681072,Cookie,1,1.0,1.0,Cartao de Credito,Entrega,2023-07-07
TXN_3099191,Salada,ERRO,5.0,10.0,ERRO,,2023-05-19
TXN_8789986,Bolo,2,3.0,6.0,Dinheiro,Entrega,2023-09-21
TXN_8382825,Cafe,5,2.0,10.0,Dinheiro,Loja,2023-01-20
TXN_4486700,Bolo,2,3.0,6.0,Carteira Digital,Entrega,2023-02-08
TXN_2668108,Cookie,5,1.0,5.0,Dinheiro,,2023-09-23
TXN_5085328,Cafe,4,2.0,8.0,Carteira Digital,Entrega,2023-02-03
